ID_MUNICIPIO,PARTIDO,TX_APROVACAO_5ANO,TX_REPROVACAO_5ANO,TX_ABANDONO_5ANO,TX_APROVACAO_9ANO,TX_REPROVACAO_9ANO,TX_ABANDONO_9ANO
3168002,PSDB,1.0,0.0,0.0,0.986,0.0,0.014
3168051,DEM,1.0,0.0,0.0,1.0,0.0,0.0
3168101,MDB,0.827,0.173,0.0,0.81,0.155,0.035
3168200,DEM,0.957,0.043,0.0,1.0,0.0,0.0
3168309,PSD,1.0,0.0,0.0,1.0,0.0,0.0
3168408,DEM,1.0,0.0,0.0,0.857,0.0,0.143
3168606,PT,0.896,0.101,0.003,0.917,0.08,0.003
3168705,PSB,0.992,0.008,0.0,0.879,0.106,0.015
3169059,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3169307,PSD,0.993,0.006,0.001,0.968,0.013,0.019
3169356,PSDB,0.994,0.003,0.003,0.996,0.004,0.0
3169406,PSD,0.994,0.004,0.002,1.0,0.0,0.0
3169604,PSDB,0.992,0.004,0.004,1.0,0.0,0.0
3169703,PL,0.989,0.011,0.0,1.0,0.0,0.0
3169901,DEM,0.998,0.0,0.002,0.833,0.167,0.0
3170206,PP,0.948,0.049,0.003,0.95,0.034,0.016
3170305,AVANTE,1.0,0.0,0.0,1.0,0.0,0.0
3170404,PSDB,0.998,0.0,0.002,0.923,0.071,0.006
3170479,MDB,0.981,0.019,0.0,1.0,0.0,0.0
3170529,PMN,0.986,0.0,0.014,0.962,0.031,0.007
3170701,AVANTE,0.975,0.024,0.001,0.992,0.004,0.004
3170800,PP,0.998,0.002,0.0,1.0,0.0,0.0
3170909,MDB,0.988,0.0,0.012,0.966,0.0,0.034
3171006,PSD,1.0,0.0,0.0,1.0,0.0,0.0
3171030,PSD,1.0,0.0,0.0,1.0,0.0,0.0
3171204,PSDB,0.994,0.005,0.001,0.984,0.015,0.001
3171303,PSD,0.978,0.022,0.0,0.934,0.048,0.018
3171402,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3171501,PSDB,0.942,0.058,0.0,0.851,0.149,0.0
3171600,PODE,1.0,0.0,0.0,1.0,0.0,0.0
3172004,AVANTE,1.0,0.0,0.0,0.726,0.252,0.022
3172103,MDB,0.893,0.107,0.0,0.929,0.071,0.0
3200102,PSL,0.981,0.019,0.0,1.0,0.0,0.0
3200136,CIDADANIA,1.0,0.0,0.0,0.983,0.017,0.0
3200169,PSD,1.0,0.0,0.0,0.952,0.0,0.048
3200300,PSB,0.971,0.029,0.0,0.983,0.009,0.008
3200359,MDB,1.0,0.0,0.0,1.0,0.0,0.0
3200409,PSB,0.967,0.033,0.0,0.955,0.045,0.0
3200508,PP,0.976,0.024,0.0,0.919,0.081,0.0
3200607,CIDADANIA,0.979,0.021,0.0,0.973,0.024,0.003
3200706,PDT,1.0,0.0,0.0,0.961,0.039,0.0
3200805,SOLIDARIEDADE,0.959,0.041,0.0,0.952,0.048,0.0
3200904,PSD,0.98,0.02,0.0,0.991,0.009,0.0
3201100,PMN,0.977,0.023,0.0,0.943,0.057,0.0
3201159,PDT,0.994,0.006,0.0,1.0,0.0,0.0
3201209,PSB,0.942,0.054,0.004,0.94,0.042,0.018
3201407,PTB,0.974,0.026,0.0,0.975,0.025,0.0
3201506,PSC,0.974,0.026,0.0,0.968,0.032,0.0
3201605,PTB,0.972,0.028,0.0,0.968,0.032,0.0
3201803,PSB,1.0,0.0,0.0,1.0,0.0,0.0
3201902,PP,0.972,0.028,0.0,0.986,0.014,0.0
3202108,PSD,1.0,0.0,0.0,1.0,0.0,0.0
3202207,PSB,0.995,0.005,0.0,0.918,0.082,0.0
3202306,REPUBLICANOS,0.983,0.017,0.0,0.939,0.031,0.03
3202405,PSDB,0.99,0.01,0.0,0.96,0.029,0.011
3202454,REPUBLICANOS,0.935,0.065,0.0,0.951,0.033,0.016
3202504,PP,0.984,0.016,0.0,1.0,0.0,0.0
3202553,PSD,1.0,0.0,0.0,0.906,0.0,0.094
3202603,REPUBLICANOS,1.0,0.0,0.0,1.0,0.0,0.0
3202652,MDB,1.0,0.0,0.0,1.0,0.0,0.0
3202702,REPUBLICANOS,1.0,0.0,0.0,1.0,0.0,0.0
3202801,REPUBLICANOS,0.951,0.038,0.011,0.885,0.096,0.019
3203007,PP,0.936,0.064,0.0,0.976,0.024,0.0
3203056,CIDADANIA,0.96,0.04,0.0,0.942,0.058,0.0
3203106,PSD,0.992,0.008,0.0,0.986,0.014,0.0
3203130,REPUBLICANOS,1.0,0.0,0.0,0.968,0.032,0.0
3203163,MDB,0.947,0.053,0.0,0.976,0.024,0.0
3203205,MDB,0.964,0.033,0.003,0.959,0.026,0.015
3203304,MDB,1.0,0.0,0.0,1.0,0.0,0.0
3203320,PDT,0.964,0.031,0.005,0.957,0.043,0.0
3203346,PSB,1.0,0.0,0.0,0.984,0.016,0.0
3203353,PSB,1.0,0.0,0.0,1.0,0.0,0.0
3203403,REPUBLICANOS,0.99,0.01,0.0,0.976,0.012,0.012
3203502,PSB,0.962,0.038,0.0,0.922,0.078,0.0
3203601,MDB,0.887,0.113,0.0,1.0,0.0,0.0
3203700,PDT,1.0,0.0,0.0,0.991,0.0,0.009
3203809,PSB,0.969,0.031,0.0,1.0,0.0,0.0
3203908,PDT,0.989,0.011,0.0,0.989,0.011,0.0
3204005,PDT,1.0,0.0,0.0,0.992,0.008,0.0
3204054,REPUBLICANOS,0.99,0.007,0.003,1.0,0.0,0.0
3204104,CIDADANIA,0.98,0.02,0.0,0.962,0.038,0.0
3204203,CIDADANIA,0.959,0.041,0.0,0.958,0.037,0.005
3204252,PSB,1.0,0.0,0.0,1.0,0.0,0.0
3204302,PSD,0.963,0.037,0.0,1.0,0.0,0.0
3204351,MDB,0.958,0.042,0.0,0.983,0.017,0.0
3204500,PTB,0.987,0.013,0.0,0.974,0.0,0.026
3204559,PSB,0.983,0.017,0.0,0.993,0.007,0.0
3204609,PSDB,1.0,0.0,0.0,0.978,0.022,0.0
3204658,DEM,0.991,0.009,0.0,1.0,0.0,0.0
3204708,PSL,0.991,0.009,0.0,0.886,0.102,0.012
3204807,PSB,0.978,0.022,0.0,0.984,0.016,0.0
3204906,PSDB,0.937,0.063,0.0,0.86,0.137,0.003
3204955,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3205010,REPUBLICANOS,0.988,0.009,0.003,0.979,0.015,0.006
3205036,MDB,0.93,0.07,0.0,0.838,0.154,0.008
3205069,CIDADANIA,1.0,0.0,0.0,1.0,0.0,0.0
3205101,PODE,0.993,0.006,0.001,0.989,0.011,0.0
3205150,PSB,1.0,0.0,0.0,0.99,0.01,0.0
3205176,PP,0.985,0.007,0.008,1.0,0.0,0.0
3300100,MDB,0.972,0.025,0.003,0.945,0.046,0.009
3300159,PSD,0.96,0.04,0.0,1.0,0.0,0.0
3300209,PP,0.914,0.078,0.008,0.919,0.069,0.012
3300225,REDE,0.993,0.007,0.0,0.773,0.227,0.0
3300233,REPUBLICANOS,0.921,0.072,0.007,0.831,0.146,0.023
3300258,SOLIDARIEDADE,0.896,0.098,0.006,0.959,0.035,0.006
3300308,REPUBLICANOS,0.962,0.036,0.002,0.909,0.083,0.008
3300407,DEM,0.945,0.054,0.001,0.943,0.052,0.005
3300456,MDB,0.915,0.073,0.012,0.928,0.047,0.025
3300506,PL,0.938,0.056,0.006,1.0,0.0,0.0
3300605,REPUBLICANOS,0.993,0.007,0.0,0.971,0.029,0.0
3300704,PDT,0.916,0.073,0.011,0.83,0.13,0.04
3300803,PP,0.892,0.106,0.002,0.908,0.085,0.007
3300902,SOLIDARIEDADE,0.979,0.014,0.007,0.836,0.149,0.015
3300951,MDB,1.0,0.0,0.0,1.0,0.0,0.0
3301108,PP,0.905,0.095,0.0,0.966,0.034,0.0
3301157,PSD,0.94,0.06,0.0,0.944,0.056,0.0
3301207,PDT,0.946,0.054,0.0,0.917,0.083,0.0
3301306,CIDADANIA,0.96,0.038,0.002,0.924,0.051,0.025
3301405,PSD,0.951,0.049,0.0,0.952,0.048,0.0
3301504,PSC,0.959,0.041,0.0,1.0,0.0,0.0
3301603,MDB,0.891,0.103,0.006,0.92,0.06,0.02
3301801,PSDB,0.977,0.016,0.007,0.982,0.018,0.0
3301850,PMB,0.92,0.074,0.006,0.93,0.06,0.01
3301876,CIDADANIA,0.99,0.01,0.0,0.981,0.016,0.003
3301900,PL,0.903,0.092,0.005,0.88,0.101,0.019
3302007,PODE,0.937,0.054,0.009,0.931,0.049,0.02
3302056,PSC,0.904,0.096,0.0,0.974,0.0,0.026
3302106,CIDADANIA,0.921,0.079,0.0,1.0,0.0,0.0
3302205,PSD,0.985,0.014,0.001,0.984,0.008,0.008
3302254,PSC,0.937,0.06,0.003,0.876,0.102,0.022
3302270,PDT,0.903,0.084,0.013,0.898,0.086,0.016
3302304,PL,1.0,0.0,0.0,1.0,0.0,0.0
3302403,CIDADANIA,0.963,0.032,0.005,0.916,0.069,0.015
3302601,PP,0.912,0.088,0.0,0.889,0.111,0.0
3302700,PT,0.977,0.023,0.0,0.967,0.033,0.0
3302809,SOLIDARIEDADE,0.994,0.006,0.0,0.933,0.067,0.0
3302858,PL,0.911,0.085,0.004,0.903,0.082,0.015
3302908,PSC,0.962,0.038,0.0,0.926,0.074,0.0
3303005,SOLIDARIEDADE,0.991,0.009,0.0,1.0,0.0,0.0
3303104,PROS,0.978,0.022,0.0,1.0,0.0,0.0
3303203,PL,0.969,0.028,0.003,0.965,0.024,0.011
3303302,PDT,0.911,0.084,0.005,0.826,0.152,0.022
3303401,REPUBLICANOS,0.943,0.054,0.003,0.938,0.062,0.0
3303500,PP,0.921,0.07,0.009,0.912,0.073,0.015
3303609,PL,0.951,0.049,0.0,0.971,0.016,0.013
3303807,MDB,0.925,0.071,0.004,0.873,0.101,0.026
3303856,PSC,0.973,0.027,0.0,0.96,0.036,0.004
3303955,PSC,0.925,0.075,0.0,0.895,0.1,0.005
3304003,PSC,0.945,0.055,0.0,0.964,0.033,0.003
3304102,SOLIDARIEDADE,0.96,0.04,0.0,1.0,0.0,0.0
3304110,PSD,0.992,0.008,0.0,0.968,0.032,0.0
3304128,PSC,0.952,0.041,0.007,0.958,0.018,0.024
3304144,SOLIDARIEDADE,0.926,0.067,0.007,0.933,0.057,0.01
3304151,DEM,0.979,0.017,0.004,0.948,0.052,0.0
3304201,DEM,0.963,0.037,0.0,0.956,0.044,0.0
3304300,REPUBLICANOS,0.949,0.051,0.0,0.916,0.074,0.01
3304409,PSC,0.95,0.05,0.0,0.98,0.02,0.0
3304508,DEM,0.942,0.058,0.0,0.945,0.055,0.0
3304524,PV,0.952,0.047,0.001,0.946,0.05,0.004
3304607,PL,0.779,0.206,0.015,0.93,0.06,0.01
3304706,PTB,0.936,0.064,0.0,0.979,0.021,0.0
3304755,SOLIDARIEDADE,0.892,0.104,0.004,0.905,0.087,0.008
3304805,SOLIDARIEDADE,0.869,0.128,0.003,0.853,0.147,0.0
3305000,PP,0.879,0.117,0.004,0.917,0.066,0.017
3305158,AVANTE,0.979,0.021,0.0,0.927,0.073,0.0
3305208,PODE,0.93,0.069,0.001,0.902,0.086,0.012
3305307,SOLIDARIEDADE,0.924,0.063,0.013,0.5,0.5,0.0
3305406,PTB,0.917,0.083,0.0,0.989,0.011,0.0
3305505,DEM,0.951,0.046,0.003,0.963,0.03,0.007
3305554,PSC,0.894,0.106,0.0,0.908,0.084,0.008
3305703,PTB,0.938,0.062,0.0,0.974,0.026,0.0
3305752,PP,0.898,0.095,0.007,0.907,0.077,0.016
3305802,PSC,0.981,0.019,0.0,0.929,0.059,0.012
3305901,DEM,0.87,0.122,0.008,0.935,0.065,0.0
3306008,PL,0.986,0.013,0.001,0.937,0.05,0.013
3306107,PP,0.867,0.13,0.003,0.936,0.061,0.003
3306206,DEM,0.958,0.039,0.003,0.953,0.047,0.0
3500204,PSDB,1.0,0.0,0.0,0.976,0.024,0.0
3500303,PSDB,0.98,0.02,0.0,0.986,0.014,0.0
3500501,PSDB,0.982,0.018,0.0,0.964,0.036,0.0
3500600,CIDADANIA,1.0,0.0,0.0,1.0,0.0,0.0
3501004,PSD,0.995,0.005,0.0,1.0,0.0,0.0
3501152,SOLIDARIEDADE,0.991,0.009,0.0,0.888,0.092,0.02
3501202,DEM,1.0,0.0,0.0,1.0,0.0,0.0
3501301,PSDB,0.977,0.015,0.008,0.954,0.028,0.018
3501608,PV,0.981,0.018,0.001,0.964,0.034,0.002
3501707,PSDB,0.993,0.007,0.0,0.99,0.01,0.0
3501806,CIDADANIA,0.985,0.015,0.0,0.983,0.017,0.0
3502002,REPUBLICANOS,0.92,0.06,0.02,0.984,0.016,0.0
3502507,PODE,0.994,0.006,0.0,0.976,0.016,0.008
3502754,PROS,0.928,0.066,0.006,0.968,0.029,0.003
3502903,PSD,0.982,0.016,0.002,0.99,0.0,0.01
3503158,PSDB,0.907,0.093,0.0,0.865,0.081,0.054
3503208,PT,0.983,0.013,0.004,0.97,0.018,0.012
3503307,PSDB,0.98,0.019,0.001,0.981,0.013,0.006
3503505,MDB,1.0,0.0,0.0,0.978,0.022,0.0
3503604,PL,0.982,0.009,0.009,0.972,0.028,0.0
3504602,PSDB,0.997,0.003,0.0,0.905,0.089,0.006
3504909,REPUBLICANOS,0.877,0.123,0.0,0.877,0.115,0.008
3505203,MDB,1.0,0.0,0.0,0.989,0.011,0.0
3505500,DEM,0.998,0.002,0.0,0.973,0.027,0.0
3505609,PL,0.993,0.007,0.0,0.993,0.007,0.0
3505708,PSDB,0.971,0.029,0.0,0.99,0.01,0.0
3505906,PP,0.998,0.002,0.0,1.0,0.0,0.0
3506706,PP,0.978,0.022,0.0,0.929,0.071,0.0
3506904,PSD,0.993,0.007,0.0,0.981,0.019,0.0
3507001,CIDADANIA,0.997,0.003,0.0,0.982,0.008,0.01
3507456,MDB,0.947,0.053,0.0,0.947,0.053,0.0
3507506,PSDB,0.995,0.005,0.0,0.993,0.005,0.002
3507803,PSDB,0.993,0.007,0.0,0.946,0.054,0.0
3507902,DEM,1.0,0.0,0.0,0.976,0.024,0.0
3508009,PP,0.983,0.017,0.0,0.958,0.042,0.0
3508207,PV,1.0,0.0,0.0,0.979,0.021,0.0
3508504,CIDADANIA,0.976,0.023,0.001,0.927,0.073,0.0
3508603,MDB,0.984,0.016,0.0,0.889,0.067,0.044
3509205,PSD,0.99,0.009,0.001,0.983,0.014,0.003
3509304,PSDB,0.99,0.0,0.01,1.0,0.0,0.0
3509403,PSDB,0.996,0.004,0.0,1.0,0.0,0.0
3509452,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3509601,PSDB,0.988,0.012,0.0,0.974,0.021,0.005
3509700,PSDB,0.998,0.002,0.0,0.977,0.017,0.006
3509957,PDT,0.887,0.113,0.0,0.952,0.048,0.0
3510104,DEM,1.0,0.0,0.0,1.0,0.0,0.0
3510153,CIDADANIA,0.978,0.011,0.011,1.0,0.0,0.0
3510203,PODE,0.996,0.004,0.0,0.993,0.007,0.0
3510302,PSDB,1.0,0.0,0.0,0.988,0.003,0.009
3510401,PSL,0.988,0.01,0.002,0.973,0.027,0.0
3510500,MDB,0.999,0.001,0.0,0.998,0.002,0.0
3510708,PSD,0.991,0.009,0.0,0.986,0.014,0.0
3510906,PATRIOTA,0.966,0.034,0.0,1.0,0.0,0.0
3511003,REPUBLICANOS,1.0,0.0,0.0,1.0,0.0,0.0
3511102,PSDB,0.991,0.009,0.0,0.991,0.006,0.003
3511300,CIDADANIA,0.993,0.007,0.0,0.994,0.0,0.006
3511508,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3511607,PSDB,0.974,0.026,0.0,0.985,0.011,0.004
3511706,DEM,0.99,0.01,0.0,0.982,0.018,0.0
3512001,PSDB,0.995,0.005,0.0,1.0,0.0,0.0
3512100,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3512209,PSDB,0.944,0.056,0.0,1.0,0.0,0.0
3512308,PSDB,1.0,0.0,0.0,0.879,0.121,0.0
3512704,DEM,0.985,0.015,0.0,0.887,0.075,0.038
3512803,PP,0.962,0.038,0.0,0.971,0.025,0.004
3512902,PP,1.0,0.0,0.0,1.0,0.0,0.0
3513009,PSD,0.976,0.021,0.003,0.932,0.062,0.006
3513108,PSDB,0.971,0.029,0.0,0.969,0.031,0.0
3513207,PSD,0.979,0.021,0.0,0.884,0.116,0.0
3513405,PSD,0.983,0.013,0.004,0.965,0.02,0.015
3513504,PSDB,0.956,0.042,0.002,0.974,0.024,0.002
3513702,PL,0.976,0.024,0.0,0.97,0.02,0.01
3513900,PTB,1.0,0.0,0.0,0.99,0.0,0.01
3514106,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3514304,PL,0.969,0.031,0.0,0.973,0.027,0.0
3514403,PATRIOTA,0.997,0.003,0.0,1.0,0.0,0.0
3514601,DEM,1.0,0.0,0.0,0.993,0.007,0.0
3514908,MDB,1.0,0.0,0.0,0.995,0.005,0.0
3514924,PSD,1.0,0.0,0.0,1.0,0.0,0.0
3515004,REPUBLICANOS,0.999,0.0,0.001,0.984,0.0,0.016
3515103,MDB,0.993,0.0,0.007,0.929,0.0,0.071
3515129,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3515509,DEM,0.952,0.048,0.0,0.955,0.045,0.0
3515707,PSD,0.989,0.01,0.001,0.997,0.0,0.003
3515806,PTB,1.0,0.0,0.0,0.909,0.091,0.0
3516853,PTB,1.0,0.0,0.0,0.962,0.013,0.025
3516903,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3517505,DEM,0.945,0.055,0.0,0.955,0.045,0.0
3517604,DEM,1.0,0.0,0.0,0.952,0.048,0.0
3517703,PSDB,1.0,0.0,0.0,0.947,0.053,0.0
3517901,CIDADANIA,1.0,0.0,0.0,0.97,0.015,0.015
3518404,PSC,0.993,0.007,0.0,0.977,0.02,0.003
3518602,PSDB,0.998,0.0,0.002,0.983,0.009,0.008
3518701,PSB,0.983,0.011,0.006,0.964,0.004,0.032
3518859,PL,0.99,0.0,0.01,0.947,0.032,0.021
3519055,PSD,1.0,0.0,0.0,0.977,0.023,0.0
3519071,PSD,0.982,0.018,0.0,1.0,0.0,0.0
3519105,DEM,1.0,0.0,0.0,1.0,0.0,0.0
3519253,REPUBLICANOS,0.987,0.013,0.0,0.932,0.068,0.0
3519402,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3519808,SOLIDARIEDADE,1.0,0.0,0.0,0.987,0.013,0.0
3520103,MDB,0.973,0.027,0.0,0.97,0.008,0.022
3520202,PL,1.0,0.0,0.0,0.964,0.036,0.0
3520400,PL,0.986,0.014,0.0,0.966,0.034,0.0
3520426,PSDB,1.0,0.0,0.0,0.973,0.027,0.0
3520905,PSDB,0.993,0.007,0.0,1.0,0.0,0.0
3521002,PSC,0.967,0.031,0.002,0.956,0.044,0.0
3521200,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3521309,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3521903,PSC,1.0,0.0,0.0,1.0,0.0,0.0
3522109,PSDB,0.971,0.029,0.0,0.98,0.02,0.0
3522406,DEM,0.998,0.002,0.0,0.987,0.01,0.003
3522703,PP,1.0,0.0,0.0,0.98,0.0,0.02
3523206,PP,0.938,0.062,0.0,0.939,0.045,0.016
3523404,PSDB,0.962,0.038,0.0,0.979,0.019,0.002
3523503,DEM,0.991,0.009,0.0,0.957,0.026,0.017
3523602,PSDB,0.994,0.006,0.0,1.0,0.0,0.0
3524105,CIDADANIA,0.994,0.0,0.006,0.882,0.075,0.043
3524204,PODE,1.0,0.0,0.0,1.0,0.0,0.0
3524303,PATRIOTA,1.0,0.0,0.0,0.99,0.005,0.005
3524709,MDB,0.997,0.003,0.0,0.999,0.001,0.0
3524907,SOLIDARIEDADE,0.8,0.2,0.0,0.986,0.014,0.0
3525102,CIDADANIA,0.943,0.055,0.002,0.909,0.041,0.05
3525300,PSD,1.0,0.0,0.0,1.0,0.0,0.0
3525409,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3525508,PSD,0.993,0.007,0.0,0.994,0.006,0.0
3525706,DEM,1.0,0.0,0.0,0.982,0.018,0.0
3525854,DEM,1.0,0.0,0.0,1.0,0.0,0.0
3526209,PL,1.0,0.0,0.0,1.0,0.0,0.0
3526407,PSD,1.0,0.0,0.0,0.991,0.009,0.0
3526506,PSDB,0.979,0.021,0.0,0.875,0.107,0.018
3526605,PP,0.96,0.04,0.0,1.0,0.0,0.0
3526803,DEM,0.984,0.016,0.0,0.994,0.006,0.0
3527009,PSDB,1.0,0.0,0.0,0.978,0.022,0.0
3527108,PP,1.0,0.0,0.0,1.0,0.0,0.0
3527207,PSDB,0.944,0.055,0.001,0.977,0.014,0.009
3527405,PV,0.964,0.036,0.0,0.988,0.012,0.0
3528403,PSD,0.979,0.019,0.002,0.953,0.037,0.01
3528700,PSOL,0.889,0.111,0.0,1.0,0.0,0.0
3529203,REPUBLICANOS,0.996,0.004,0.0,1.0,0.0,0.0
3529302,PT,0.996,0.0,0.004,0.997,0.0,0.003
3529708,PSDB,0.958,0.042,0.0,0.932,0.068,0.0
3530508,PSD,0.992,0.008,0.0,0.99,0.0,0.01
3530706,CIDADANIA,0.991,0.008,0.001,0.983,0.008,0.009
3530805,PDT,0.997,0.003,0.0,0.983,0.014,0.003
3530904,PSDB,0.896,0.104,0.0,0.896,0.104,0.0
3531100,REPUBLICANOS,0.943,0.057,0.0,0.976,0.019,0.005
3531209,DEM,0.946,0.054,0.0,0.927,0.073,0.0
3531308,PTB,1.0,0.0,0.0,0.989,0.006,0.005
3531407,PP,0.995,0.005,0.0,0.983,0.006,0.011
3531506,MDB,0.994,0.006,0.0,0.991,0.0,0.009
3531803,PTB,0.977,0.023,0.0,0.961,0.037,0.002
3531902,CIDADANIA,0.986,0.014,0.0,0.986,0.005,0.009
3532009,PSD,0.977,0.023,0.0,0.969,0.01,0.021
3532058,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3532207,PSDB,0.952,0.048,0.0,0.95,0.05,0.0
3532306,PSB,0.978,0.022,0.0,1.0,0.0,0.0
3532801,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3532827,PTB,1.0,0.0,0.0,0.98,0.02,0.0
3532900,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3533205,PTB,1.0,0.0,0.0,0.932,0.027,0.041
3533254,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3533502,PL,0.998,0.0,0.002,0.991,0.0,0.009
3533601,PSDB,1.0,0.0,0.0,0.964,0.024,0.012
3534203,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3534302,MDB,1.0,0.0,0.0,0.992,0.008,0.0
3534500,PSD,1.0,0.0,0.0,1.0,0.0,0.0
3534708,PSD,0.987,0.011,0.002,0.971,0.024,0.005
3534757,PP,1.0,0.0,0.0,1.0,0.0,0.0
3534807,PATRIOTA,1.0,0.0,0.0,1.0,0.0,0.0
3535002,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3535507,PSD,1.0,0.0,0.0,0.99,0.006,0.004
3535705,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3535804,PP,0.987,0.013,0.0,0.871,0.1,0.029
3536109,CIDADANIA,1.0,0.0,0.0,0.925,0.075,0.0
3536505,PL,0.97,0.027,0.003,0.918,0.071,0.011
3536604,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3536802,PSDB,0.985,0.015,0.0,0.955,0.045,0.0
3537602,PSDB,0.974,0.026,0.0,0.986,0.0,0.014
3538105,REPUBLICANOS,0.947,0.038,0.015,0.979,0.021,0.0
3538600,PSD,0.956,0.044,0.0,0.886,0.114,0.0
3539103,PSD,0.987,0.013,0.0,0.985,0.015,0.0
3539509,CIDADANIA,0.969,0.031,0.0,0.946,0.022,0.032
3539806,PSDB,0.997,0.003,0.0,1.0,0.0,0.0
3540200,PSL,0.998,0.0,0.002,0.995,0.0,0.005
3540606,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3540705,PSD,0.984,0.016,0.0,0.954,0.037,0.009
3540754,PL,1.0,0.0,0.0,0.995,0.0,0.005
3540804,PTB,0.991,0.009,0.0,0.958,0.028,0.014
3540903,PSDB,0.958,0.042,0.0,0.952,0.048,0.0
3541208,PP,1.0,0.0,0.0,0.963,0.025,0.012
3541653,DEM,0.936,0.064,0.0,0.987,0.0,0.013
3541901,PSDB,0.914,0.086,0.0,0.848,0.152,0.0
3542206,DEM,0.979,0.018,0.003,1.0,0.0,0.0
3542701,PTB,0.923,0.077,0.0,0.95,0.0,0.05
3542909,CIDADANIA,1.0,0.0,0.0,0.964,0.036,0.0
3543105,PTB,0.95,0.05,0.0,0.964,0.036,0.0
3543303,PL,0.998,0.002,0.0,0.973,0.027,0.0
3543709,PSL,0.978,0.022,0.0,1.0,0.0,0.0
3543907,PSD,0.961,0.039,0.0,1.0,0.0,0.0
3544004,PSB,0.979,0.016,0.005,0.963,0.031,0.006
3544202,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3544301,PL,0.943,0.057,0.0,0.961,0.039,0.0
3545209,PL,0.993,0.007,0.0,1.0,0.0,0.0
3545308,PSDB,0.988,0.012,0.0,0.977,0.011,0.012
3545506,PTB,1.0,0.0,0.0,0.983,0.017,0.0
3545605,DEM,1.0,0.0,0.0,1.0,0.0,0.0
3546009,PL,0.979,0.021,0.0,0.935,0.065,0.0
3546256,PODE,1.0,0.0,0.0,1.0,0.0,0.0
3546405,PSD,0.997,0.003,0.0,1.0,0.0,0.0
3546603,PSL,1.0,0.0,0.0,1.0,0.0,0.0
3546702,PL,0.975,0.025,0.0,0.997,0.003,0.0
3547304,PSDB,0.995,0.005,0.0,0.994,0.006,0.0
3547502,PATRIOTA,1.0,0.0,0.0,0.949,0.051,0.0
3547908,PSD,1.0,0.0,0.0,1.0,0.0,0.0
3548005,DEM,0.98,0.02,0.0,0.986,0.014,0.0
3548054,PSDB,0.989,0.011,0.0,1.0,0.0,0.0
3548203,PSDB,0.99,0.01,0.0,0.97,0.007,0.023
3548500,PSDB,0.977,0.015,0.008,0.976,0.019,0.005
3548906,PSL,0.97,0.027,0.003,0.989,0.011,0.0
3549607,PSDB,1.0,0.0,0.0,0.984,0.016,0.0
3549706,PTB,0.992,0.008,0.0,0.967,0.033,0.0
3549805,MDB,0.985,0.014,0.001,0.912,0.077,0.011
3549904,PSDB,0.999,0.001,0.0,1.0,0.0,0.0
3550001,PSDB,0.966,0.034,0.0,0.983,0.017,0.0
3550209,PP,1.0,0.0,0.0,1.0,0.0,0.0
3550407,PSDB,0.943,0.05,0.007,0.975,0.014,0.011
3550605,PODE,0.968,0.032,0.0,0.97,0.028,0.002
3550704,PSDB,0.994,0.006,0.0,0.986,0.014,0.0
3551504,MDB,0.985,0.015,0.0,0.969,0.018,0.013
3551702,PSDB,0.976,0.022,0.002,0.957,0.029,0.014
3551900,PSDB,1.0,0.0,0.0,0.978,0.011,0.011
3552007,PSDB,0.988,0.012,0.0,0.9,0.05,0.05
3552304,REPUBLICANOS,1.0,0.0,0.0,0.982,0.0,0.018
3552403,CIDADANIA,0.987,0.01,0.003,0.983,0.011,0.006
3552601,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3552700,DEM,1.0,0.0,0.0,0.956,0.044,0.0
3553401,PSB,1.0,0.0,0.0,1.0,0.0,0.0
3553609,CIDADANIA,1.0,0.0,0.0,0.99,0.01,0.0
3553708,PSDB,0.992,0.004,0.004,1.0,0.0,0.0
3553856,MDB,0.987,0.013,0.0,1.0,0.0,0.0
3553906,PV,0.988,0.012,0.0,0.991,0.009,0.0
3554003,PSDB,0.996,0.004,0.0,0.968,0.007,0.025
3554201,PSDB,0.982,0.018,0.0,1.0,0.0,0.0
