ID_MUNICIPIO,TX_APROVACAO_5ANO,TX_REPROVACAO_5ANO,TX_ABANDONO_5ANO,TX_APROVACAO_9ANO,TX_REPROVACAO_9ANO,TX_ABANDONO_9ANO
4323457,0.906,0.094,0.0,1.0,0.0,0.0
4323507,1.0,0.0,0.0,1.0,0.0,0.0
4323705,1.0,0.0,0.0,1.0,0.0,0.0
4323754,0.917,0.083,0.0,1.0,0.0,0.0
4323770,0.976,0.024,0.0,0.9,0.0,0.1
4323804,0.931,0.065,0.004,0.96,0.009,0.031
5000203,0.989,0.011,0.0,1.0,0.0,0.0
5000252,0.938,0.062,0.0,1.0,0.0,0.0
5000609,0.959,0.029,0.012,0.839,0.129,0.032
5000708,0.916,0.084,0.0,0.939,0.03,0.031
5001102,0.922,0.076,0.002,0.973,0.027,0.0
5001243,1.0,0.0,0.0,1.0,0.0,0.0
5001508,0.976,0.024,0.0,1.0,0.0,0.0
5001904,0.983,0.017,0.0,1.0,0.0,0.0
5002100,0.974,0.026,0.0,0.972,0.028,0.0
5002159,0.736,0.264,0.0,1.0,0.0,0.0
5002209,0.946,0.051,0.003,0.826,0.043,0.131
5002308,0.97,0.03,0.0,0.904,0.053,0.043
5002407,0.872,0.113,0.015,0.727,0.182,0.091
5002704,0.937,0.061,0.002,0.959,0.038,0.003
5002803,0.914,0.074,0.012,0.985,0.015,0.0
5002902,0.97,0.03,0.0,0.983,0.017,0.0
5002951,0.985,0.015,0.0,0.967,0.033,0.0
5003108,0.966,0.034,0.0,0.938,0.062,0.0
5003157,0.903,0.088,0.009,0.794,0.059,0.147
5003207,0.904,0.093,0.003,0.95,0.031,0.019
5003256,0.971,0.029,0.0,0.988,0.012,0.0
5003306,0.844,0.15,0.006,1.0,0.0,0.0
5003488,0.924,0.076,0.0,0.887,0.106,0.007
5003504,0.972,0.028,0.0,0.833,0.0,0.167
5003702,0.879,0.108,0.013,0.835,0.1,0.065
5003751,0.854,0.128,0.018,0.849,0.075,0.076
5004304,0.917,0.076,0.007,1.0,0.0,0.0
5004403,1.0,0.0,0.0,1.0,0.0,0.0
5004809,0.903,0.097,0.0,0.793,0.193,0.014
5005004,0.981,0.014,0.005,0.923,0.077,0.0
5005103,1.0,0.0,0.0,1.0,0.0,0.0
5005202,0.981,0.019,0.0,0.967,0.026,0.007
5005251,0.853,0.147,0.0,0.93,0.07,0.0
5005400,0.955,0.045,0.0,0.906,0.087,0.007
5005608,0.812,0.188,0.0,0.873,0.096,0.031
5005707,0.949,0.047,0.004,0.985,0.005,0.01
5005806,0.911,0.084,0.005,0.947,0.027,0.026
5006002,0.907,0.093,0.0,0.921,0.066,0.013
5006200,0.994,0.006,0.0,1.0,0.0,0.0
5006259,0.931,0.052,0.017,1.0,0.0,0.0
5006275,0.961,0.039,0.0,0.975,0.025,0.0
5006309,0.947,0.044,0.009,0.976,0.024,0.0
5006358,0.894,0.106,0.0,0.929,0.066,0.005
5006903,0.897,0.089,0.014,0.901,0.086,0.013
5007109,0.932,0.057,0.011,0.932,0.057,0.011
5007208,0.962,0.036,0.002,0.932,0.06,0.008
5007554,0.941,0.059,0.0,1.0,0.0,0.0
5007695,0.967,0.033,0.0,1.0,0.0,0.0
5007703,0.951,0.049,0.0,0.6,0.0,0.4
5007802,0.982,0.018,0.0,0.939,0.061,0.0
5007901,0.858,0.14,0.002,0.885,0.109,0.006
5007935,1.0,0.0,0.0,1.0,0.0,0.0
5007950,0.87,0.13,0.0,0.7,0.3,0.0
5008008,0.982,0.018,0.0,0.991,0.009,0.0
5008305,0.997,0.002,0.001,1.0,0.0,0.0
5100201,1.0,0.0,0.0,1.0,0.0,0.0
5100250,1.0,0.0,0.0,1.0,0.0,0.0
5100300,0.988,0.012,0.0,1.0,0.0,0.0
5100359,1.0,0.0,0.0,0.982,0.0,0.018
5100805,0.981,0.01,0.009,0.986,0.0,0.014
5101001,1.0,0.0,0.0,1.0,0.0,0.0
5101308,1.0,0.0,0.0,1.0,0.0,0.0
5101407,0.994,0.006,0.0,0.962,0.019,0.019
5101605,1.0,0.0,0.0,0.7,0.0,0.3
5101803,0.98,0.02,0.0,0.963,0.02,0.017
5101902,0.982,0.018,0.0,0.949,0.038,0.013
5102504,0.998,0.002,0.0,0.965,0.0,0.035
5102603,0.953,0.007,0.04,0.829,0.122,0.049
5102678,1.0,0.0,0.0,0.957,0.04,0.003
5102694,1.0,0.0,0.0,1.0,0.0,0.0
5102702,0.988,0.012,0.0,1.0,0.0,0.0
5102793,1.0,0.0,0.0,1.0,0.0,0.0
5103056,0.99,0.01,0.0,1.0,0.0,0.0
5103254,1.0,0.0,0.0,0.889,0.0,0.111
5103403,0.998,0.0,0.002,0.993,0.007,0.0
5103452,0.983,0.017,0.0,1.0,0.0,0.0
5103700,0.986,0.007,0.007,1.0,0.0,0.0
5103858,1.0,0.0,0.0,1.0,0.0,0.0
5104104,0.997,0.003,0.0,1.0,0.0,0.0
5104609,1.0,0.0,0.0,1.0,0.0,0.0
5104807,1.0,0.0,0.0,1.0,0.0,0.0
5105150,0.994,0.006,0.0,1.0,0.0,0.0
5105176,0.993,0.007,0.0,1.0,0.0,0.0
5105234,0.978,0.022,0.0,1.0,0.0,0.0
5105259,0.997,0.003,0.0,0.989,0.011,0.0
5105309,1.0,0.0,0.0,1.0,0.0,0.0
5105507,0.922,0.067,0.011,0.892,0.078,0.03
5106109,1.0,0.0,0.0,1.0,0.0,0.0
5106158,1.0,0.0,0.0,0.987,0.013,0.0
5106182,1.0,0.0,0.0,0.973,0.018,0.009
5106190,0.963,0.037,0.0,0.8,0.2,0.0
5106208,1.0,0.0,0.0,1.0,0.0,0.0
5106216,0.991,0.009,0.0,0.963,0.037,0.0
5106240,1.0,0.0,0.0,0.986,0.014,0.0
5106265,1.0,0.0,0.0,1.0,0.0,0.0
5106281,1.0,0.0,0.0,0.987,0.013,0.0
5106299,0.994,0.006,0.0,1.0,0.0,0.0
5106307,1.0,0.0,0.0,1.0,0.0,0.0
5106315,1.0,0.0,0.0,0.964,0.036,0.0
5106422,0.988,0.01,0.002,0.985,0.0,0.015
5106505,1.0,0.0,0.0,1.0,0.0,0.0
5106802,1.0,0.0,0.0,0.963,0.0,0.037
5106828,1.0,0.0,0.0,0.864,0.091,0.045
5107180,1.0,0.0,0.0,1.0,0.0,0.0
5107206,0.939,0.061,0.0,0.968,0.032,0.0
5107248,1.0,0.0,0.0,0.869,0.071,0.06
5107578,1.0,0.0,0.0,1.0,0.0,0.0
5107743,1.0,0.0,0.0,1.0,0.0,0.0
5107768,1.0,0.0,0.0,0.984,0.0,0.016
5107776,0.969,0.031,0.0,0.95,0.025,0.025
5107792,0.984,0.016,0.0,0.76,0.24,0.0
5107859,0.943,0.048,0.009,0.971,0.029,0.0
5107875,0.993,0.007,0.0,1.0,0.0,0.0
5107883,0.935,0.065,0.0,0.958,0.042,0.0
5107925,1.0,0.0,0.0,1.0,0.0,0.0
5107958,0.983,0.016,0.001,0.889,0.089,0.022
5108204,1.0,0.0,0.0,1.0,0.0,0.0
5108402,0.99,0.01,0.0,0.974,0.024,0.002
5108600,0.959,0.041,0.0,0.987,0.0,0.013
5108808,1.0,0.0,0.0,1.0,0.0,0.0
5108857,1.0,0.0,0.0,1.0,0.0,0.0
5108907,1.0,0.0,0.0,1.0,0.0,0.0
5108956,1.0,0.0,0.0,1.0,0.0,0.0
5200050,0.997,0.0,0.003,0.986,0.014,0.0
5200134,1.0,0.0,0.0,0.944,0.056,0.0
5200175,0.952,0.048,0.0,1.0,0.0,0.0
5200308,0.986,0.014,0.0,1.0,0.0,0.0
5200555,1.0,0.0,0.0,0.99,0.0,0.01
5200803,1.0,0.0,0.0,1.0,0.0,0.0
5200829,0.897,0.103,0.0,1.0,0.0,0.0
5201108,0.976,0.022,0.002,0.974,0.015,0.011
5201405,0.98,0.013,0.007,0.912,0.049,0.039
5201454,1.0,0.0,0.0,0.974,0.026,0.0
5201702,0.931,0.069,0.0,1.0,0.0,0.0
5202155,1.0,0.0,0.0,1.0,0.0,0.0
5202353,1.0,0.0,0.0,0.8,0.2,0.0
5202809,1.0,0.0,0.0,1.0,0.0,0.0
5203104,1.0,0.0,0.0,1.0,0.0,0.0
5203203,1.0,0.0,0.0,1.0,0.0,0.0
5203962,0.969,0.031,0.0,1.0,0.0,0.0
5204003,0.952,0.048,0.0,1.0,0.0,0.0
5204102,0.985,0.015,0.0,1.0,0.0,0.0
5204300,1.0,0.0,0.0,0.958,0.042,0.0
5204409,1.0,0.0,0.0,1.0,0.0,0.0
5204508,0.992,0.008,0.0,0.991,0.009,0.0
5204656,1.0,0.0,0.0,1.0,0.0,0.0
5204706,1.0,0.0,0.0,1.0,0.0,0.0
5204904,0.978,0.022,0.0,0.87,0.102,0.028
5205000,1.0,0.0,0.0,1.0,0.0,0.0
5205109,0.973,0.024,0.003,1.0,0.0,0.0
5205471,0.995,0.005,0.0,1.0,0.0,0.0
5205497,0.975,0.025,0.0,0.984,0.016,0.0
5205513,1.0,0.0,0.0,1.0,0.0,0.0
5205901,1.0,0.0,0.0,1.0,0.0,0.0
5206206,0.995,0.004,0.001,0.995,0.005,0.0
5206305,0.962,0.038,0.0,0.95,0.05,0.0
5206503,1.0,0.0,0.0,1.0,0.0,0.0
5207253,1.0,0.0,0.0,0.968,0.0,0.032
5207352,1.0,0.0,0.0,0.915,0.0,0.085
5207501,1.0,0.0,0.0,1.0,0.0,0.0
5207535,0.982,0.018,0.0,0.97,0.03,0.0
5207907,0.993,0.007,0.0,0.966,0.017,0.017
5208004,0.945,0.055,0.0,0.957,0.043,0.0
5208152,0.964,0.036,0.0,0.97,0.0,0.03
5208301,1.0,0.0,0.0,0.938,0.0,0.062
5208707,0.998,0.001,0.001,0.988,0.002,0.01
5208905,1.0,0.0,0.0,1.0,0.0,0.0
5209101,0.963,0.037,0.0,1.0,0.0,0.0
5209408,1.0,0.0,0.0,0.933,0.067,0.0
5209705,0.951,0.04,0.009,0.758,0.121,0.121
5209903,1.0,0.0,0.0,0.9,0.1,0.0
5209937,1.0,0.0,0.0,1.0,0.0,0.0
5209952,0.995,0.005,0.0,0.947,0.053,0.0
5210000,1.0,0.0,0.0,0.991,0.009,0.0
5210109,1.0,0.0,0.0,0.971,0.01,0.019
5210158,1.0,0.0,0.0,1.0,0.0,0.0
5210406,0.996,0.004,0.0,0.982,0.018,0.0
5210802,1.0,0.0,0.0,1.0,0.0,0.0
5210901,0.991,0.005,0.004,1.0,0.0,0.0
5211305,0.986,0.014,0.0,1.0,0.0,0.0
5211404,1.0,0.0,0.0,1.0,0.0,0.0
5211503,0.994,0.005,0.001,1.0,0.0,0.0
5211800,1.0,0.0,0.0,1.0,0.0,0.0
5212105,0.978,0.0,0.022,0.942,0.058,0.0
5212303,0.989,0.011,0.0,0.957,0.0,0.043
5212808,0.986,0.007,0.007,1.0,0.0,0.0
5213087,0.997,0.003,0.0,0.962,0.026,0.012
5213756,0.98,0.02,0.0,0.988,0.012,0.0
5213772,1.0,0.0,0.0,1.0,0.0,0.0
5213806,0.998,0.002,0.0,0.98,0.0,0.02
5214002,0.937,0.063,0.0,0.99,0.01,0.0
5214606,0.972,0.028,0.0,1.0,0.0,0.0
5214838,0.987,0.013,0.0,0.978,0.0,0.022
5214903,1.0,0.0,0.0,1.0,0.0,0.0
5215231,0.933,0.059,0.008,0.889,0.083,0.028
5215306,0.988,0.012,0.0,0.99,0.01,0.0
5215603,0.923,0.077,0.0,0.925,0.054,0.021
5215702,1.0,0.0,0.0,1.0,0.0,0.0
5216403,0.972,0.028,0.0,1.0,0.0,0.0
5216908,1.0,0.0,0.0,1.0,0.0,0.0
5217104,0.954,0.042,0.004,1.0,0.0,0.0
5217609,0.928,0.069,0.003,0.89,0.073,0.037
5217708,0.994,0.006,0.0,1.0,0.0,0.0
5218003,0.958,0.035,0.007,0.963,0.028,0.009
5218300,0.995,0.005,0.0,0.934,0.066,0.0
5218508,0.998,0.002,0.0,1.0,0.0,0.0
5218805,0.999,0.001,0.0,1.0,0.0,0.0
5219704,1.0,0.0,0.0,0.935,0.065,0.0
5219753,0.869,0.13,0.001,0.88,0.12,0.0
5219803,0.967,0.033,0.0,0.97,0.03,0.0
5220009,0.976,0.024,0.0,1.0,0.0,0.0
5220108,1.0,0.0,0.0,1.0,0.0,0.0
5220157,1.0,0.0,0.0,1.0,0.0,0.0
5220207,0.992,0.008,0.0,1.0,0.0,0.0
5220264,0.981,0.019,0.0,1.0,0.0,0.0
5220405,0.973,0.016,0.011,0.957,0.043,0.0
5220454,0.968,0.029,0.003,0.918,0.039,0.043
5220504,1.0,0.0,0.0,1.0,0.0,0.0
5220603,0.989,0.011,0.0,1.0,0.0,0.0
5220686,0.986,0.014,0.0,1.0,0.0,0.0
5221403,1.0,0.0,0.0,1.0,0.0,0.0
5221551,1.0,0.0,0.0,0.978,0.0,0.022
5221577,0.931,0.069,0.0,0.875,0.125,0.0
5221601,1.0,0.0,0.0,1.0,0.0,0.0
5221700,1.0,0.0,0.0,1.0,0.0,0.0
5221858,0.95,0.047,0.003,0.906,0.063,0.031
5222005,1.0,0.0,0.0,1.0,0.0,0.0
5222054,0.992,0.008,0.0,1.0,0.0,0.0
5222203,0.9,0.1,0.0,1.0,0.0,0.0
